연번,상가유형,호선,역사명,상가번호,면적(제곱미터),영업업종,계약시작일자,계약종료일자,월임대료
300,개별(일반),2,이대역,241-104,21.13,액세서리,2021-01-04,2026-02-03,3550000
301,공실,2,이대역,241-106,27.66,,,,
302,공실,2,이대역,241-107,20,,,,
303,공실,2,이대역,241-108,33,,,,
304,네트워크,2,아현역,242-101,35.2,화장품,2020-12-23,2026-03-23,2353016
305,개별(일반),2,아현역,242-103,34.8,플라워,2020-08-10,2025-09-09,2350000
306,개별(일반),2,아현역,242-105,22.58,제과,2021-02-15,2026-04-01,460000
307,공실,2,아현역,242-107,24.05,,,,
308,네트워크,2,아현역,242-109,25,식음료,2017-01-17,2022-01-16,1749716
309,네트워크,2,충정로(2)역,243-201,26.12,화장품,2020-12-23,2026-03-23,5693895
310,공실,2,충정로(2)역,243-205,20,,,,
311,개별(일반),2,충정로(2)역,243-206,15,제과,2019-11-26,2024-12-25,3512000
312,개별(일반),2,양천구청역,248-101,18.84,식음료,2021-02-22,2026-03-24,886500
313,네트워크,2,양천구청역,248-102,26.04,식음료,2017-01-17,2022-01-16,1740107
314,네트워크,2,신정네거리역,249-203,42.45,식음료,2017-01-17,2022-01-16,2589402
315,네트워크,3,연신내(3)역,311-102,38.3,식음료,2017-01-17,2022-01-16,7330574
316,개별(일반),3,연신내(3)역,311-103,29.9,의류,2018-07-10,2023-08-08,2565000
317,개별(일반),3,연신내(3)역,311-106,19.96,기타,2019-09-23,2024-09-22,965000
318,개별(일반),3,연신내(3)역,311-108,19.96,의류,2018-09-29,2023-10-28,1705100
319,개별(일반),3,연신내(3)역,311-113,22,의류,2018-08-14,2023-09-12,1583300
320,공실,3,연신내(3)역,311-117,38.88,,,,
321,개별(일반),3,불광(3)역,312-102,12.99,플라워,2020-06-22,2025-07-22,588300
322,공실,3,불광(3)역,312-103,13.02,,,,
323,공실,3,불광(3)역,312-104,39.05,,,,
324,공실,3,불광(3)역,312-109,13.03,,,,
325,공실,3,불광(3)역,312-110,13.03,,,,
326,네트워크,3,불광(3)역,312-113,18.81,화장품,2020-12-23,2026-03-23,1135946
327,개별(일반),3,불광(3)역,312-114,35,의류,2020-12-02,2026-01-01,1800000
328,개별(일반),3,불광(3)역,312-115,23,의류,2020-12-21,2026-01-20,1200000
329,개별(일반),3,불광(3)역,312-117,46,식음료,2020-12-22,2026-01-21,2200000
330,개별(대형),3,녹번역,313-101,103.85,의류,2020-02-14,2025-03-14,1879100
331,개별(일반),3,녹번역,313-106,19.3,의류,2020-11-23,2025-12-23,485000
332,개별(일반),3,녹번역,313-107,12.65,식음료,2018-10-30,2023-11-28,418000
333,개별(일반),3,녹번역,313-108,13.47,의류,2020-08-03,2025-09-02,530000
334,개별(일반),3,녹번역,313-110,29.3,의류,2020-02-21,2025-03-22,698000
335,개별(일반),3,홍제역,314-104,14.41,기타,2016-07-26,2021-07-25,367000
336,개별(일반),3,홍제역,314-106,14.41,의류,2016-06-21,2021-06-20,324900
337,개별(일반),3,홍제역,314-116,14.41,액세서리,2016-03-23,2021-03-22,434700
338,개별(일반),3,홍제역,314-117,14.41,액세서리,2016-03-23,2021-03-22,434700
339,개별(대형),3,홍제역,314-118,1351,기타,2016-10-21,2021-12-19,55185100
340,개별(일반),3,홍제역,314-220,15.52,제과,2020-11-30,2025-12-30,2420400
341,공실,3,홍제역,314-221,16.8,,,,
342,네트워크,3,경복궁역,317-201,25.5,식음료,2021-02-01,2026-06-01,1508490
343,개별(일반),3,안국역,318-201,19.5,기타,2020-05-19,2025-06-18,611000
344,개별(일반),3,안국역,318-205,28.8,액세서리,2019-11-22,2024-12-21,660000
345,공실,3,안국역,318-206,28.8,,,,
346,개별(일반),3,안국역,318-207,18.8,플라워,2020-06-22,2025-07-22,1166600
347,개별(일반),3,안국역,318-208,18.8,의류,2020-05-18,2025-06-17,3333500
348,개별(일반),3,안국역,318-210,20.5,기타,2020-10-31,2025-10-31,392000
349,개별(일반),3,안국역,318-211,41,사무실,2019-05-21,2024-06-19,509400
350,개별(일반),3,안국역,318-214,19.09,기타,2017-04-04,2022-04-03,611000
351,개별(일반),3,안국역,318-317,27.57,제과,2021-04-22,2026-05-22,1700000
352,개별(일반),3,종로3가(3)역,319-101,19.5,기타,2020-11-09,2025-12-09,4800000
353,공실,3,종로3가(3)역,319-205,248.9,,,,
354,네트워크,3,종로3가(3)역,319-304,11,식음료,2021-02-01,2026-06-01,2529218
355,개별(일반),3,종로3가(3)역,319-306,21,의약업,2020-12-31,2026-01-30,3000000
356,개별(일반),3,종로3가(3)역,319-307,47,의류,2018-09-07,2023-10-06,20300000
357,개별(일반),3,종로3가(3)역,319-308,40,의류,2018-12-25,2024-01-23,7020100
358,공실,3,종로3가(3)역,319-309,20,,,,
359,개별(일반),3,종로3가(3)역,319-310,20,제과,2018-09-07,2023-10-06,7257000
360,공실,3,종로3가(3)역,319-311,15.4,,,,
361,개별(일반),3,을지로3가(3)역,320-208,10.2,제과,2020-10-19,2025-11-18,1410000
362,개별(일반),3,을지로3가(3)역,320-210,20,기타,2020-06-22,2025-07-22,1900000
363,개별(일반),3,을지로3가(3)역,320-212,26.4,의류,2021-08-30,2026-09-29,4567800
364,개별(일반),3,동대입구역,322-201,17.04,편의점,2016-12-17,2021-12-16,1320000
365,개별(일반),3,동대입구역,322-203,33.46,사무실,2019-12-12,2025-01-10,311667
366,개별(일반),3,동대입구역,322-205,33.3,제과,2021-06-04,2026-07-04,300000
367,개별(일반),3,동대입구역,322-207,37.52,사무실,2020-11-03,2025-12-03,328100
368,개별(일반),3,동대입구역,322-209,16.8,기타,2021-04-20,2026-04-20,153600
369,개별(일반),3,동대입구역,322-210,33.7,기타,2020-08-13,2025-09-12,1101000
370,개별(일반),3,동대입구역,322-212,17.14,기타,2016-07-26,2021-07-25,250000
371,개별(일반),3,동대입구역,322-213,33.37,제과,2019-10-25,2024-11-23,1635700
372,네트워크,3,약수(3)역,323-101,22.32,화장품,2020-12-23,2026-03-23,3780597
373,네트워크,3,약수(3)역,323-104,11.57,식음료,2017-12-29,2023-02-06,3246217
374,네트워크,3,금호역,324-101,50.3,화장품,2020-12-23,2026-03-23,2285262
375,개별(일반),3,금호역,324-108,28,식음료,2020-11-16,2025-12-16,750000
376,개별(일반),3,금호역,324-109,25.3,편의점,2021-08-13,2026-08-13,1675000
377,개별(일반),3,금호역,324-110,18.61,기타,2016-12-21,2021-12-20,692200
378,개별(일반),3,금호역,324-111,21,플라워,2020-11-09,2025-12-09,1082300
379,네트워크,3,옥수역,325-001,41.64,화장품,2020-12-23,2026-03-23,4736736
380,개별(대형),3,옥수역,325-010,555,기타,2020-03-23,2025-04-22,13500000
381,개별(일반),3,옥수역,325-012,18.9,편의점,2019-06-21,2024-07-20,2010000
382,개별(일반),3,옥수역,325-013,11.6,식음료,2016-11-15,2021-11-14,2260000
383,개별(일반),3,압구정역,326-102,37,편의점,2018-04-10,2023-05-09,10000200
384,네트워크,3,압구정역,326-103,23.76,화장품,2020-12-23,2026-03-23,7195687
385,네트워크,3,압구정역,326-104,18.62,플라워,2018-11-27,2024-01-25,2392536
386,네트워크,3,압구정역,326-105,12.3,식음료,2021-02-01,2026-06-01,1716096
387,개별(일반),3,압구정역,326-106,26,식음료,2021-04-22,2026-05-22,3371000
388,개별(일반),3,신사역,327-101,25.39,액세서리,2021-05-25,2026-06-24,5010000
389,개별(일반),3,신사역,327-103,31.3,편의점,2016-11-22,2021-11-21,11961600
390,개별(일반),3,신사역,327-104,23.7,의약업,2021-06-03,2026-07-03,2533400
391,개별(일반),3,신사역,327-105,23.7,의류,2021-02-01,2026-03-03,2810000
392,네트워크,3,신사역,327-106,23.7,액세서리,2018-11-16,2024-01-14,3284815
393,개별(일반),3,신사역,327-107,23.7,기타,2019-04-02,2024-05-01,3150000
394,공실,3,신사역,327-108,23.7,,,,
395,개별(일반),3,신사역,327-109,47.4,액세서리,2021-01-18,2026-02-17,4533300
396,개별(일반),3,신사역,327-111,23.7,액세서리,2020-08-20,2025-09-19,2690000
397,네트워크,3,신사역,327-112,23.7,의류,2021-06-03,2026-08-02,1865403
398,개별(일반),3,신사역,327-113,18.2,식음료,2021-08-31,2026-09-30,7120000
399,개별(일반),3,신사역,327-114,18.05,식음료,2019-12-10,2025-01-08,2520000
400,개별(일반),3,신사역,327-115,17.36,플라워,2020-11-26,2026-01-10,1520000
401,네트워크,3,신사역,327-116,16,식음료,2021-02-01,2026-06-01,2214461
402,네트워크,3,신사역,327-117,29.06,식음료,2017-12-29,2023-02-06,6915082
403,복합,3,고속터미널(3)역,329-111,7475.19,의류,2016-03-15,2026-11-09,279648140
404,복합,3,고속터미널(3)역,329-112,,의류,2016-03-15,2026-11-09,
405,복합,3,고속터미널(3)역,329-113,,액세서리,2016-03-15,2026-11-09,
406,복합,3,고속터미널(3)역,329-114,,의류,2016-03-15,2026-11-09,
407,복합,3,고속터미널(3)역,329-115,,화장품,2016-03-15,2026-11-09,
408,복합,3,고속터미널(3)역,329-116,,기타,2016-03-15,2026-11-09,
409,복합,3,고속터미널(3)역,329-117,,의약업,2016-03-15,2026-11-09,
410,복합,3,고속터미널(3)역,329-118,,기타,2016-03-15,2026-11-09,
411,복합,3,고속터미널(3)역,329-119,,기타,2016-03-15,2026-11-09,
412,복합,3,고속터미널(3)역,329-120,,액세서리,2016-03-15,2026-11-09,
413,복합,3,고속터미널(3)역,329-121,,액세서리,2016-03-15,2026-11-09,
414,복합,3,고속터미널(3)역,329-122,,화장품,2016-03-15,2026-11-09,
415,복합,3,고속터미널(3)역,329-123,,화장품,2016-03-15,2026-11-09,
416,복합,3,고속터미널(3)역,329-124,,식음료,2016-03-15,2026-11-09,
417,복합,3,고속터미널(3)역,329-125,,의류,2016-03-15,2026-11-09,
418,복합,3,고속터미널(3)역,329-126,,기타,2016-03-15,2026-11-09,
419,복합,3,고속터미널(3)역,329-127,,의류,2016-03-15,2026-11-09,
420,복합,3,고속터미널(3)역,329-128,,의류,2016-03-15,2026-11-09,
421,복합,3,고속터미널(3)역,329-129,,의류,2016-03-15,2026-11-09,
422,복합,3,고속터미널(3)역,329-130,,의류,2016-03-15,2026-11-09,
423,복합,3,고속터미널(3)역,329-131,,기타,2016-03-15,2026-11-09,
424,복합,3,고속터미널(3)역,329-132,,식음료,2016-03-15,2026-11-09,
425,복합,3,고속터미널(3)역,329-133,,액세서리,2016-03-15,2026-11-09,
426,복합,3,고속터미널(3)역,329-134,,의류,2016-03-15,2026-11-09,
427,복합,3,고속터미널(3)역,329-135,,식음료,2016-03-15,2026-11-09,
428,복합,3,고속터미널(3)역,329-136,,기타,2016-03-15,2026-11-09,
429,복합,3,고속터미널(3)역,329-137,,기타,2016-03-15,2026-11-09,
430,복합,3,고속터미널(3)역,329-138,,액세서리,2016-03-15,2026-11-09,
431,복합,3,고속터미널(3)역,329-139,,기타,2016-03-15,2026-11-09,
432,복합,3,고속터미널(3)역,329-140,,의류,2016-03-15,2026-11-09,
433,복합,3,고속터미널(3)역,329-141,,기타,2016-03-15,2026-11-09,
434,복합,3,고속터미널(3)역,329-142,,의류,2016-03-15,2026-11-09,
435,복합,3,고속터미널(3)역,329-143,,의류,2016-03-15,2026-11-09,
436,복합,3,고속터미널(3)역,329-144,,기타,2016-03-15,2026-11-09,
437,네트워크,3,고속터미널(3)역,329-201,28.8,화장품,2020-12-23,2026-03-23,15587596
438,소송상가,3,고속터미널(3)역,329-203,33.75,액세서리,2014-04-03,2019-04-02,12669100
439,복합,3,고속터미널(3)역,329-204,106.63,기타,2021-03-22,2026-07-20,48204012
440,복합,3,고속터미널(3)역,329-205,61.37,기타,2021-03-22,2026-07-20,21472664
441,복합,3,고속터미널(3)역,329-206,20.45,기타,2021-03-22,2026-07-20,9244791
442,개별(일반),3,교대(3)역,330-101,75.3,사무실,2019-05-14,2024-06-12,485000
443,소송상가,3,교대(3)역,330-102,37.7,사무실,2019-06-21,2024-07-20,583500
444,개별(일반),3,교대(3)역,330-103,37.7,식음료,2021-06-21,2026-07-21,1018300
445,소송상가,3,교대(3)역,330-104,37.7,사무실,2019-06-21,2024-07-20,583500
446,개별(대형),3,교대(3)역,330-105,113.1,편의점,2021-08-13,2026-08-13,5376800
447,개별(대형),3,교대(3)역,330-106,146,사무실,2019-04-30,2024-05-29,515600
448,개별(일반),3,교대(3)역,330-107,111.37,기타,2019-04-02,2024-05-31,3320000
449,개별(일반),3,교대(3)역,330-109,75.4,기타,2019-04-02,2024-05-31,
450,개별(일반),3,교대(3)역,330-111,37.7,제과,2017-05-09,2022-05-08,1533300
451,개별(일반),3,교대(3)역,330-112,37.7,플라워,2021-02-02,2026-03-04,950000
452,개별(일반),3,교대(3)역,330-113,91.4,사무실,2019-05-14,2024-06-12,485800
453,개별(일반),3,양재역,332-102,27.2,기타,2018-05-01,2023-05-30,4391600
454,네트워크,3,양재역,332-103,44.88,액세서리,2018-11-16,2024-01-14,6220358
455,네트워크,3,양재역,332-104,44.98,의류,2018-11-16,2024-01-14,7468411
456,개별(일반),3,양재역,332-105,51.92,의류,2020-12-24,2026-01-23,5250000
457,네트워크,3,양재역,332-106,20,식음료,2021-02-01,2026-06-01,4866457
458,공실,3,양재역,332-108,18,,,,
459,개별(일반),3,양재역,332-110,40,의류,2020-11-06,2025-12-06,4110000
460,공실,3,양재역,332-111,21,,,,
461,개별(일반),3,매봉역,333-101,9.41,식음료,2020-09-14,2025-10-29,566600
462,개별(일반),3,매봉역,333-102,26,제과,2020-10-19,2025-11-18,2520000
463,개별(일반),3,매봉역,333-103,16,편의점,2018-10-12,2023-11-10,2421000
464,공실,3,매봉역,333-104,15.77,,,,
465,공실,3,도곡역,334-102,23.18,,,,
466,개별(일반),3,도곡역,334-103,21.9,의류,2020-02-07,2025-03-07,867500
467,개별(일반),3,도곡역,334-104,25.04,기타,2020-02-07,2025-03-07,991800
468,개별(일반),3,도곡역,334-201,28.2,의류,2019-06-25,2024-07-24,1585000
469,개별(일반),3,대청역,337-102,26.61,식음료,2020-02-24,2025-03-25,2516600
470,개별(일반),3,대청역,337-103,23,의류,2020-09-17,2025-10-17,1273000
471,공실,3,일원역,338-M01,61.48,,,,
472,개별(일반),3,일원역,338-102,46,편의점,2018-08-28,2023-09-26,5280000
473,개별(일반),3,일원역,338-104,51,의약업,2020-08-31,2025-09-30,3511000
474,개별(대형),3,일원역,338-M05,808,기타,2018-03-10,2023-04-18,8335000
475,개별(일반),3,일원역,338-106,51.7,사무실,2020-10-12,2025-11-11,467500
476,개별(일반),3,수서역,339-101,27.54,화장품,2016-12-17,2021-12-16,10150000
477,네트워크,3,수서역,339-107,38.9,식음료,2021-06-03,2026-08-02,1681327
478,개별(일반),3,수서역,339-108,20.1,의류,2021-08-13,2026-09-12,5054000
479,공실,3,수서역,339-109,20.1,,,,
480,공실,3,수서역,339-110,21,,,,
481,개별(일반),3,수서역,339-111,21,의약업,2017-11-28,2022-12-27,2640000
482,개별(일반),3,수서역,339-112,28.28,기타,2017-11-28,2022-12-27,3019900
483,개별(일반),3,수서역,339-113,24,액세서리,2018-07-10,2023-08-08,7302800
484,개별(일반),3,수서역,339-114,24,식음료,2018-07-10,2023-08-08,3523300
485,개별(일반),3,가락시장(3)역,340-101,21,기타,2021-05-27,2026-06-26,1200000
486,개별(일반),3,경찰병원역,341-101,57,제과,2018-11-06,2023-12-05,1120000
487,개별(일반),3,경찰병원역,341-102,37.4,의약업,2021-08-12,2026-09-11,3500000
488,개별(일반),4,당고개역,409-011,23.88,기타,2017-02-14,2022-02-13,387000
489,개별(일반),4,당고개역,409-012,21.8,기타,2018-04-20,2023-05-19,252000
490,개별(일반),4,당고개역,409-022,56.3,기타,2017-01-05,2022-01-04,582000
491,네트워크,4,당고개역,409-027,28.01,식음료,2017-01-17,2022-01-16,3353802
492,개별(대형),4,당고개역,409-028,311,기타,2021-02-08,2026-04-09,11007000
493,개별(일반),4,당고개역,409-029,27.84,식음료,2020-08-13,2025-09-12,2307000
494,개별(일반),4,상계역,410-001,26.2,의류,2020-11-23,2025-12-23,1418300
495,개별(일반),4,상계역,410-006,21.5,의류,2020-12-15,2026-01-14,1620000
496,개별(일반),4,상계역,410-007,21.5,기타,2021-03-12,2026-04-11,1516600
497,개별(대형),4,상계역,410-008,100,기타,2018-09-22,2023-10-21,7410300
498,네트워크,4,상계역,410-009,32.16,식음료,2017-01-17,2022-01-16,5678722
499,개별(일반),4,상계역,410-010,23.15,기타,,,
500,공실,4,상계역,410-011,25.99,,,,
501,공실,4,상계역,410-012,29.11,,,,
502,공실,4,상계역,410-013,48,,,,
503,개별(일반),4,상계역,410-014,59.5,의류,2021-08-13,2026-09-12,2810000
504,개별(일반),4,노원(4)역,411-001,29.9,사무실,2020-12-22,2026-01-21,700000
505,개별(일반),4,노원(4)역,411-003,14.91,의류,2020-08-03,2025-09-02,1650000
506,개별(일반),4,창동역,412-001,11,제과,2021-01-14,2026-02-13,2510000
507,개별(일반),4,창동역,412-003,23,식음료,2020-12-31,2026-01-30,4280000
508,개별(일반),4,창동역,412-004,58.5,의류,2020-11-03,2025-11-03,8626000
509,네트워크,4,수유역,414-101,13.4,액세서리,2018-11-16,2024-01-14,1772817
510,개별(일반),4,수유역,414-102,18.67,기타,2020-02-24,2025-03-25,4033000
511,개별(일반),4,수유역,414-103,18.43,의류,2018-05-09,2023-06-07,969000
512,네트워크,4,수유역,414-104,10.4,플라워,2018-11-27,2024-01-25,1498851
513,네트워크,4,수유역,414-105,12,식음료,2021-06-03,2026-08-02,5176243
514,네트워크,4,수유역,414-106,23,편의점,2017-04-29,2022-04-28,10108400
515,개별(일반),4,수유역,414-107,22.42,제과,2017-12-27,2023-01-25,12021600
516,개별(일반),4,미아사거리역,416-101,44.4,의류,2021-03-15,2026-04-14,7330000
517,개별(일반),4,미아사거리역,416-104,14.8,기타,2021-04-12,2026-05-12,1700000
518,공실,4,미아사거리역,416-105,12,,,,
519,개별(일반),4,미아사거리역,416-106,20.78,액세서리,2021-03-15,2026-04-14,6054000
520,개별(일반),4,미아사거리역,416-107,22.56,의류,2018-05-01,2023-05-30,1570500
521,개별(일반),4,미아사거리역,416-108,16.88,기타,2020-12-07,2026-01-21,710000
522,개별(일반),4,미아사거리역,416-109,17.24,의류,2020-08-20,2025-09-19,980000
523,개별(일반),4,미아사거리역,416-110,33.76,의류,2018-09-04,2023-10-03,3666600
524,개별(일반),4,미아사거리역,416-112,17.24,의류,2019-09-23,2024-09-22,1030000
525,개별(일반),4,미아사거리역,416-113,13.22,의류,2019-04-09,2024-05-08,650000
526,네트워크,4,미아사거리역,416-114,17.06,액세서리,2018-11-16,2024-01-14,1665905
527,개별(일반),4,미아사거리역,416-115,18.66,의약업,2021-08-18,2026-09-17,990000
528,개별(일반),4,미아사거리역,416-116,33.94,의류,2017-06-06,2022-06-05,3050000
529,개별(일반),4,미아사거리역,416-118,24.02,의류,2018-09-14,2023-10-13,2200000
530,개별(일반),4,미아사거리역,416-119,13.86,액세서리,2021-01-08,2026-02-07,3980000
531,개별(일반),4,미아사거리역,416-120,29.03,의류,2017-05-23,2022-05-22,5380000
532,네트워크,4,미아사거리역,416-121,24,식음료,2021-02-01,2026-06-01,7795261
533,개별(일반),4,미아사거리역,416-122,31,제과,2016-11-11,2021-11-10,8350000
534,공실,4,미아사거리역,416-123,12,,,,
535,네트워크,4,길음역,417-101,20.04,화장품,2020-12-23,2026-03-23,1948081
536,개별(대형),4,길음역,417-102,100,기타,2021-01-11,2026-03-11,5500000
537,개별(일반),4,성신여대입구역,418-105,16.5,의류,2021-06-01,2026-07-01,1356600
538,개별(일반),4,성신여대입구역,418-106,19.7,의류,2019-07-16,2024-08-14,1150000
539,개별(일반),4,성신여대입구역,418-107,32.47,액세서리,2020-08-13,2025-09-12,3807000
540,네트워크,4,성신여대입구역,418-108,30.8,식음료,2017-01-17,2022-01-16,4458833
541,개별(일반),4,성신여대입구역,418-110,21.09,의류,2020-02-19,2025-03-20,2340000
542,개별(일반),4,성신여대입구역,418-111,16,제과,2020-11-04,2025-12-04,3181500
543,네트워크,4,한성대입구역,419-102,69.34,식음료,2017-01-17,2022-01-16,3063527
544,개별(일반),4,혜화역,420-103,17.46,제과,2021-01-18,2026-02-17,7160000
545,개별(일반),4,혜화역,420-105,20,제과,2021-01-04,2026-02-03,5660000
546,공실,4,동대문(4)역,421-108,23,,,,
547,네트워크,4,동대문(4)역,421-109,28,식음료,2017-12-29,2023-02-06,3054428
548,개별(일반),4,동대문(4)역,421-110,10,제과,2021-01-04,2026-02-03,3350000
549,소송상가,4,동대문(4)역,421-111,24.6,액세서리,2012-04-13,2017-08-16,2568313
550,개별(일반),4,동대문(4)역,421-118,24.47,의류,2020-10-30,2025-11-29,5222000
551,개별(일반),4,동대문(4)역,421-119,12.5,의류,2021-08-12,2026-09-11,6200000
552,소송상가,4,동대문(4)역,421-212,20,액세서리,2012-04-13,2017-08-16,2088060
553,소송상가,4,동대문(4)역,421-213,40.7,의류,2012-04-13,2017-08-16,4249202
554,소송상가,4,동대문(4)역,421-214,40.76,의류,2012-04-13,2017-08-16,4255466
555,소송상가,4,동대문(4)역,421-215,20.36,제과,2012-04-13,2017-08-16,2125645
556,소송상가,4,동대문(4)역,421-216,20.1,제과,2012-04-13,2017-08-16,2098500
557,소송상가,4,동대문(4)역,421-217,19.8,의류,2012-04-13,2017-08-16,2067179
558,개별(일반),4,동대문역사문화공원(4)역,422-104,16.68,액세서리,2021-01-04,2026-02-03,2510000
559,공실,4,동대문역사문화공원(4)역,422-109,15,,,,
560,개별(일반),4,동대문역사문화공원(4)역,422-203,27.09,의류,2020-08-31,2025-09-30,10010000
561,개별(일반),4,동대문역사문화공원(4)역,422-205,89,의류,2021-05-26,2026-06-25,3530000
562,공실,4,동대문역사문화공원(4)역,422-206,58,,,,
563,공실,4,동대문역사문화공원(4)역,422-211,30,,,,
564,공실,4,충무로(4)역,423-101,18.86,,,,
565,네트워크,4,충무로(4)역,423-102,31.54,화장품,2020-12-23,2026-03-23,6921841
566,네트워크,4,충무로(4)역,423-104,21,식음료,2021-06-03,2026-08-02,3576383
567,개별(일반),4,충무로(4)역,423-109,18.2,편의점,2019-04-30,2024-05-29,3690000
568,네트워크,4,명동역,424-102,26,식음료,2021-02-01,2026-06-01,9605672
569,개별(일반),4,회현역,425-101,20.3,의류,2019-08-24,2024-09-22,4222000
570,개별(일반),4,회현역,425-104,81.7,기타,2020-02-24,2025-03-25,14430000
571,네트워크,4,회현역,425-203,30,식음료,2017-01-17,2022-01-16,1233658
572,개별(일반),4,숙대입구역,427-101,9.8,제과,2017-01-17,2022-01-16,1672600
573,개별(일반),4,숙대입구역,427-103,24.7,식음료,2021-01-22,2026-02-21,2180000
574,개별(일반),4,신용산역,429-101,17.8,식음료,2017-04-25,2022-04-24,1500000
575,공실,4,신용산역,429-102,15.5,,,,
576,개별(일반),4,신용산역,429-103,15.5,플라워,2020-10-31,2025-10-31,801000
577,개별(일반),4,신용산역,429-104,15.5,기타,2018-05-09,2023-06-07,631000
578,개별(일반),4,신용산역,429-105,31,사무실,2020-12-18,2026-01-17,1111200
579,개별(일반),4,신용산역,429-107,15.3,기타,2017-04-04,2022-04-03,710100
580,개별(일반),4,신용산역,429-108,15.3,기타,2016-09-20,2021-09-19,802000
581,개별(일반),4,신용산역,429-111,17.5,기타,2017-04-25,2022-04-24,551000
582,개별(일반),4,신용산역,429-112,11.4,식음료,2020-11-09,2025-12-09,1170800
583,개별(일반),4,신용산역,429-113,23.76,의류,2020-08-13,2025-09-12,1462800
584,개별(일반),4,신용산역,429-114,16.95,제과,2020-02-24,2025-03-25,3350000
585,개별(일반),4,이촌역,430-101,22,기타,2018-10-30,2023-11-28,810000
586,네트워크,4,이촌역,430-103,19.3,식음료,2018-01-08,2023-02-16,1375427
587,개별(일반),4,동작역,431-002,20,편의점,2017-01-24,2022-01-23,4925000
588,개별(일반),4,동작역,431-003,16,제과,2020-11-09,2025-12-09,3570000
589,개별(일반),4,동작역,431-004,10.75,제과,2019-12-21,2025-01-19,1510000
590,공실,4,총신대입구역,432-103,14.8,,,,
591,개별(일반),4,총신대입구역,432-104,31.9,의류,2021-01-04,2026-02-03,1810000
592,공실,4,총신대입구역,432-106,32.6,,,,
593,개별(일반),4,총신대입구역,432-108,16.3,사무실,2020-11-05,2025-12-05,186000
594,개별(일반),4,총신대입구역,432-109,16.3,기타,2020-08-20,2025-09-19,1033300
595,공실,4,총신대입구역,432-110,16.3,,,,
596,개별(일반),4,총신대입구역,432-111,16.3,액세서리,2020-10-19,2025-11-18,1416600
597,개별(일반),4,총신대입구역,432-112,16.3,액세서리,2020-10-19,2025-11-18,1416600
598,개별(일반),4,총신대입구역,432-113,16.3,의류,2016-12-27,2021-12-26,1805000
